scenario_id	domain	domain_index	brief	audience_id	audience_label	reference_image	hex_1	hex_2	hex_3	hex_4	hex_5	lab_L_1	lab_a_1	lab_b_1	lab_L_2	lab_a_2	lab_b_2	lab_L_3	lab_a_3	lab_b_3	lab_L_4	lab_a_4	lab_b_4	lab_L_5	lab_a_5	lab_b_5	annotator_a1	annotator_a2	annotator_a3	annotator_kappa	design_intent_tags	annotation_date	version
CRDS-ECM-0135	ecommerce	3	A bicycle product page for older adults (50+), with seasonal-spring overtones; must reproduce well in print. Mixed text and graphics. Consider how the palette interacts with the dominant photography in the layout. The colour palette should reflect the context, audience, and intent described above.	U05	Older adults (50+)	images/CRDS-ECM-0135.jpg	#FD675E	#FFD933	#95C520	#196EBB	#694B8A	62.84	56.62	34.62	87.55	-2.1	79.17	73.82	-37.09	69.02	45.56	4.52	-47.24	37.61	26.07	-30.47	A1	A2	A3	0.7	luxury;playful	05/06/2024	1
CRDS-ECM-0136	ecommerce	3	A pet-food product page for teens (13-17), in a vibrant neon style; intended for digital-only display. Multi-column grid. The colour palette should reflect the context, audience, and intent described above.	U02	Teens (13-17)	images/CRDS-ECM-0136.jpg	#000760	#08368E	#006EB0	#0181C3	#4AD2EA	8.96	34.62	-50.51	25.69	22.65	-52.44	44.64	-1.08	-42.32	51.43	-5.08	-42.51	78.16	-28.95	-22.53	A1	A2	A3	0.76	sustainable;modern	05/06/2024	1
CRDS-ECM-0137	ecommerce	3	A yoga-wear product page for general adults (30-49), with a high-contrast monochromatic look; must work in monochrome fallback. Type-heavy layout. Accessibility is a key requirement and a colour-blind-friendly palette is preferred. The selected colours will be used as the foundation for the broader design system. The colour palette should reflect the context, audience, and intent described above.	U04	General adults (30-49)	images/CRDS-ECM-0137.jpg	#000000	#1E1E1E	#9A7155	#D0A339	#F1F0E3	0.0	0.0	0.0	11.26	-0.0	0.0	51.08	12.52	21.87	69.4	6.12	58.62	94.55	-1.9	6.4	A1	A2	A3	0.78	calm;luxury	07/06/2024	1
CRDS-ECM-0138	ecommerce	3	A yoga-wear product page for mixed / accessibility-first, with seasonal-winter overtones; viewed in bright outdoor settings. Image-heavy layout. Accessibility is a key requirement and a colour-blind-friendly palette is preferred. Consider how the palette interacts with the dominant photography in the layout. The colour palette should reflect the context, audience, and intent described above.	U07	Mixed / accessibility-first	images/CRDS-ECM-0138.jpg	#364134	#809686	#BFD1A9	#EEEBE3	#FFF9F3	26.19	-7.5	6.46	60.0	-11.07	5.84	81.59	-13.16	17.85	93.08	-0.38	4.23	98.23	0.97	3.58	A1	A2	A3	0.83	high-tech;natural;literary	07/06/2024	1
CRDS-ECM-0139	ecommerce	3	A natural-skincare listing for young adults (18-29), with seasonal-winter overtones; primarily viewed on desktop screens. Image-heavy layout. Status indicators (success, warning, error) must be clearly distinguishable. The brief is intended to capture the spirit of the scenario, not its exact appearance. The colour palette should reflect the context, audience, and intent described above.	U03	Young adults (18-29)	images/CRDS-ECM-0139.jpg	#FFB015	#F33F11	#FF0688	#8436F2	#4585FF	77.5	18.39	78.07	54.72	66.24	62.49	55.25	84.74	-0.19	44.17	68.77	-80.61	57.33	20.11	-66.64	A1	A2	A3	0.77	playful;warm;calm	08/06/2024	1
CRDS-ECM-0140	ecommerce	3	A pet-food product page for general adults (30-49), favouring earth tones; primarily viewed on desktop screens. Asymmetrical composition. Tone should feel premium without being intimidating. The colour palette should reflect the context, audience, and intent described above.	U04	General adults (30-49)	images/CRDS-ECM-0140.jpg	#393B5A	#8ABAA4	#F9D39A	#DA715A	#EDE7D0	25.97	7.64	-18.82	71.69	-20.49	6.04	86.54	5.65	33.18	59.4	39.0	31.41	91.56	-1.8	11.92	A1	A2	A3	0.74	sustainable;premium;natural	05/06/2024	1
CRDS-ECM-0141	ecommerce	3	A audiophile-headphone listing for general adults (30-49), in a light-mode-first treatment; intended for digital-only display. Multi-column grid. The atmosphere should feel approachable and human. The colour palette should reflect the context, audience, and intent described above.	U04	General adults (30-49)	images/CRDS-ECM-0141.jpg	#353B56	#84BA9B	#F1D588	#E46C5C	#ECEBDE	25.43	5.08	-17.06	71.14	-24.21	10.11	86.04	-0.41	41.55	59.89	45.38	31.21	92.81	-1.91	6.42	A1	A2	A3	0.8	artisan;sleek;sustainable	06/06/2024	1
CRDS-ECM-0142	ecommerce	3	A perfume product page for general adults (30-49), with iconography-driven layout; must reproduce well in print. Multi-column grid. Category coding will be used and needs at least four distinct hues. The colour palette should reflect the context, audience, and intent described above.	U04	General adults (30-49)	images/CRDS-ECM-0142.jpg	#FD565D	#FACD44	#74C721	#137EC5	#704E94	60.19	63.63	31.85	84.18	2.54	70.31	72.67	-49.91	67.11	50.79	-1.81	-44.66	39.63	28.89	-33.29	A1	A2	A3	0.84	sleek;fun;playful	08/06/2024	1
CRDS-ECM-0143	ecommerce	3	A vinyl-record store listing for general adults (30-49), with a luxurious metallic accent; primarily viewed on mobile devices. Mixed text and graphics. Status indicators (success, warning, error) must be clearly distinguishable. The colour palette should reflect the context, audience, and intent described above.	U04	General adults (30-49)	images/CRDS-ECM-0143.jpg	#FB6077	#FFBB3E	#97CD2B	#1B77C7	#6F4D8F	61.84	60.72	19.04	80.27	13.7	68.94	76.32	-39.46	68.43	48.94	3.73	-48.74	39.02	27.95	-31.24	A1	A2	A3	0.71	fun;vivid	08/06/2024	1
CRDS-ECM-0144	ecommerce	3	A winter-coat product page for young adults (18-29), in a muted desaturated palette; viewed in low-light indoor settings. Layout uses a clear visual hierarchy. Accessibility is a key requirement and a colour-blind-friendly palette is preferred. The selected colours will be used as the foundation for the broader design system. The colour palette should reflect the context, audience, and intent described above.	U03	Young adults (18-29)		#434264	#7AAF9B	#EDC88D	#E58059	#F8F7ED	29.44	9.28	-19.81	67.4	-21.83	4.69	82.51	5.24	34.38	64.02	35.45	38.03	97.06	-1.39	4.92	A1	A2	A3	0.86	high-tech;sustainable;premium	05/06/2024	1
CRDS-ECM-0145	ecommerce	3	A yoga-mat product page for young adults (18-29), using a soft pastel palette; intended as a fresh visual identity. Multi-column grid. The design will be reproduced across multiple touchpoints from print to mobile. The selected colours will be used as the foundation for the broader design system. The colour palette should reflect the context, audience, and intent described above.	U03	Young adults (18-29)	images/CRDS-ECM-0145.jpg	#FF6567	#FFD635	#81CA2E	#1671CB	#5E4890	62.97	58.73	29.8	86.81	-0.52	77.94	74.26	-46.1	65.2	47.35	8.7	-53.58	36.04	26.3	-36.69	A1	A2	A3	0.85	sustainable;vivid;luxury	08/06/2024	1
CRDS-ECM-0146	ecommerce	3	A vinyl-record store listing for young adults (18-29), with seasonal-winter overtones; must reproduce well on backlit large-format displays. Dense layout with multiple data sections. Cultural connotations of certain colours should be considered for the target market. The selected colours will be used as the foundation for the broader design system. The colour palette should reflect the context, audience, and intent described above.	U03	Young adults (18-29)	images/CRDS-ECM-0146.jpg	#102B40	#234575	#578BD7	#D7E1EA	#F5F5F5	16.54	-2.17	-16.32	29.15	4.81	-31.19	57.46	5.53	-44.17	89.03	-1.64	-5.54	96.54	-0.0	0.0	A1	A2	A3	0.78	playful;modern	08/06/2024	1
CRDS-ECM-0147	ecommerce	3	A fine-art canvas listing for mixed / accessibility-first, in a vibrant neon style; viewed in bright outdoor settings. Type-heavy layout. Cultural connotations of certain colours should be considered for the target market. Consider how the palette interacts with the dominant photography in the layout. The colour palette should reflect the context, audience, and intent described above.	U07	Mixed / accessibility-first		#0D1927	#172234	#3C5A75	#798BA1	#E8E8E8	8.37	-0.06	-11.2	13.07	1.35	-13.29	37.03	-3.01	-18.75	57.18	-1.37	-13.8	92.0	-0.0	0.0	A1	A2	A3	0.8	high-tech;modern;calm	08/06/2024	1
CRDS-ECM-0148	ecommerce	3	A audiophile-headphone listing for children (under 12), in a strict geometric style; must remain legible in small thumbnails. Asymmetrical composition. Accessibility is a key requirement and a colour-blind-friendly palette is preferred. The colour palette should reflect the context, audience, and intent described above.	U01	Children (under 12)	images/CRDS-ECM-0148.jpg	#0D0D0D	#1E1E1E	#A1A1A1	#3173FD	#F6EEEE	3.64	-0.0	0.0	11.26	-0.0	0.0	66.24	-0.0	0.0	51.84	28.46	-74.44	94.7	2.68	0.95	A1	A2	A3	0.7	high-tech;literary;warm	08/06/2024	1
CRDS-ECM-0149	ecommerce	3	A men's-grooming product page for young adults (18-29), evoking nostalgia; must reproduce well in print. Multi-column grid. Surrounding visual elements (typography, photography) are already established. The colour palette should reflect the context, audience, and intent described above.	U03	Young adults (18-29)		#414C3B	#74877B	#C2CBAE	#F5EDE2	#FFF4E5	30.9	-8.13	8.67	54.52	-9.38	4.15	80.31	-8.2	13.44	94.09	0.83	6.28	96.66	1.21	8.54	A1	A2	A3	0.77	sustainable;artisan;vivid;natural	07/06/2024	1
CRDS-ECM-0150	ecommerce	3	A non-fiction-book listing for professional / b2b, with seasonal-spring overtones; must respect existing brand-colour guidelines. Multi-column grid. Brand identity is established and the palette must respect existing guidelines. The colour palette should reflect the context, audience, and intent described above.	U06	Professional / B2B	images/CRDS-ECM-0150.jpg	#FC545A	#F6B132	#86C81E	#1770C3	#68478C	59.69	63.92	32.9	76.84	14.71	69.68	73.85	-44.15	69.17	46.59	6.26	-50.21	36.64	28.7	-33.23	A1	A2	A3	0.79	modern;fun;vivid	09/06/2024	1
CRDS-ECM-0151	ecommerce	3	A specialty-coffee product page for general adults (30-49), using a soft pastel palette; intended for digital-only display. Dense layout with multiple data sections. Cultural connotations of certain colours should be considered for the target market. The colour palette should reflect the context, audience, and intent described above.	U04	General adults (30-49)	images/CRDS-ECM-0151.jpg	#475242	#8A998E	#C8D0B3	#EDE4DA	#F7ECE0	33.49	-7.83	7.96	61.77	-7.55	3.96	82.19	-7.81	13.49	91.03	1.35	5.96	93.95	1.7	7.13	A1	A2	A3	0.78	natural;artisan	06/06/2024	1
CRDS-ECM-0152	ecommerce	3	A outdoor-apparel product page for general adults (30-49), tested under colour-vision-deficiency simulation; must respect existing brand-colour guidelines. Image-heavy layout. The design will be reproduced across multiple touchpoints from print to mobile. The colour palette should reflect the context, audience, and intent described above.	U04	General adults (30-49)	images/CRDS-ECM-0152.jpg	#FFAA17	#FF4C0F	#FA0187	#9A3BF1	#3C87F7	76.12	21.55	76.7	58.48	65.51	66.38	54.13	83.94	-1.34	47.43	69.9	-74.6	57.08	14.95	-62.65	A1	A2	A3	0.76	high-tech;playful;literary	06/06/2024	1
CRDS-ECM-0153	ecommerce	3	A musical-instrument product page for young adults (18-29), with seasonal-summer overtones; must work in monochrome fallback. Strong use of negative space. Category coding will be used and needs at least four distinct hues. The selected colours will be used as the foundation for the broader design system. The colour palette should reflect the context, audience, and intent described above.	U03	Young adults (18-29)		#252238	#4D4E73	#978A94	#C8AFAA	#EBE7E5	14.53	7.56	-13.76	34.53	9.08	-21.3	58.88	6.73	-3.55	73.44	8.18	5.87	91.9	0.99	1.45	A1	A2	A3	0.77	natural;literary;considered;warm	08/06/2024	1
CRDS-ECM-0154	ecommerce	3	A premium-watch listing for children (under 12), with seasonal-spring overtones; the design must support light and dark themes. Strong use of negative space. Brand identity is established and the palette must respect existing guidelines. Annotators should consider how the palette will perform across light and dark themes. The colour palette should reflect the context, audience, and intent described above.	U01	Children (under 12)	images/CRDS-ECM-0154.jpg	#F7A706	#F9A008	#1E9EBB	#86C0E0	#00233F	74.46	19.57	77.5	73.09	24.1	76.45	60.17	-22.6	-24.32	74.92	-10.65	-21.88	12.99	0.4	-21.27	A1	A2	A3	0.8	fun;literary;luxury	07/06/2024	1
CRDS-ECM-0155	ecommerce	3	A literary-fiction product page for young adults (18-29), with seasonal-autumn overtones; intended as a fresh visual identity. Multi-column grid. The atmosphere should feel approachable and human. The colour palette should reflect the context, audience, and intent described above.	U03	Young adults (18-29)	images/CRDS-ECM-0155.jpg	#060606	#272626	#9B7257	#D5B241	#F8F7EE	1.65	-0.0	0.0	15.26	0.46	0.16	51.49	12.6	21.28	73.79	0.71	59.95	97.09	-1.22	4.44	A1	A2	A3	0.77	luxury;considered;sustainable	08/06/2024	1
CRDS-ECM-0156	ecommerce	3	A premium-watch listing for young adults (18-29), using a soft pastel palette; primarily viewed on mobile devices. Asymmetrical composition. Brief, scannable interaction is the primary mode of consumption. The selected colours will be used as the foundation for the broader design system. The colour palette should reflect the context, audience, and intent described above.	U03	Young adults (18-29)	images/CRDS-ECM-0156.jpg	#3C4937	#79877F	#C9D2AF	#F2EFEA	#FCF7F0	29.42	-9.22	9.09	54.99	-6.75	2.56	82.7	-9.12	16.34	94.55	0.13	2.77	97.43	0.47	3.95	A1	A2	A3	0.75	sustainable;modern	05/06/2024	1
CRDS-ECM-0157	ecommerce	3	A modern-lighting listing for general adults (30-49), tested under colour-vision-deficiency simulation; must remain legible in small thumbnails. Layout uses a clear visual hierarchy. The palette should feel current but should not chase fleeting trends. Consider how the palette interacts with the dominant photography in the layout. The colour palette should reflect the context, audience, and intent described above.	U04	General adults (30-49)		#000000	#272727	#9B7856	#D1B13E	#F1F2E2	0.0	0.0	0.0	15.64	-0.0	0.0	53.03	9.05	23.89	73.12	-0.64	60.37	95.03	-3.08	7.6	A1	A2	A3	0.71	playful;calm;premium	07/06/2024	1
CRDS-ECM-0158	ecommerce	3	A kid's-clothing listing for young adults (18-29), evoking nostalgia; must work in monochrome fallback. Image-heavy layout. Surrounding visual elements (typography, photography) are already established. The selected colours will be used as the foundation for the broader design system. The colour palette should reflect the context, audience, and intent described above.	U03	Young adults (18-29)	images/CRDS-ECM-0158.jpg	#41435D	#88B19F	#F6D297	#E27B67	#EDEBE3	29.23	5.91	-15.65	68.88	-17.56	4.72	85.97	4.67	33.93	62.78	37.93	28.72	93.0	-0.72	4.11	A1	A2	A3	0.79	natural;premium	06/06/2024	1
CRDS-ECM-0159	ecommerce	3	A puzzle product page for mixed / accessibility-first, in a playful, hand-drawn style; must respect existing brand-colour guidelines. Layout uses a clear visual hierarchy. The palette should feel current but should not chase fleeting trends. The colour palette should reflect the context, audience, and intent described above.	U07	Mixed / accessibility-first	images/CRDS-ECM-0159.jpg	#393A56	#87B99F	#E8CA91	#DF7F66	#EDECE0	25.47	7.1	-16.98	71.11	-21.96	7.92	82.62	2.68	32.37	63.2	34.62	29.75	93.18	-1.74	5.93	A1	A2	A3	0.78	artisan;calm;natural;high-tech	06/06/2024	1
CRDS-ECM-0160	ecommerce	3	A fine-art canvas listing for children (under 12), in a vibrant neon style; primarily viewed on desktop screens. Image-heavy layout. The work must hold up against busy backgrounds in the deployment context. The colour palette should reflect the context, audience, and intent described above.	U01	Children (under 12)		#161616	#272626	#989798	#3C7FFF	#F4F4F4	7.25	-0.0	0.0	15.26	0.46	0.16	62.57	0.56	-0.4	55.44	22.77	-69.7	96.19	-0.0	0.0	A1	A2	A3	0.86	high-tech;considered;sleek	05/06/2024	1
CRDS-ECM-0161	ecommerce	3	A kitchenware product page for young adults (18-29), in a strict geometric style; primarily viewed on mobile devices. Symmetrical composition. This is a fresh brand expression with no prior colour constraints. The colour palette should reflect the context, audience, and intent described above.	U03	Young adults (18-29)	images/CRDS-ECM-0161.jpg	#111111	#1B1B1B	#A4A4A4	#4278FA	#F7F7F7	5.06	-0.0	0.0	9.77	-0.0	0.0	67.37	-0.0	0.0	53.48	25.96	-70.09	97.23	-0.0	0.0	A1	A2	A3	0.78	modern;premium	06/06/2024	1
CRDS-ECM-0162	ecommerce	3	A bicycle product page for older adults (50+), in a muted desaturated palette; viewed in bright outdoor settings. Asymmetrical composition. Status indicators (success, warning, error) must be clearly distinguishable. Consider how the palette interacts with the dominant photography in the layout. The colour palette should reflect the context, audience, and intent described above.	U05	Older adults (50+)		#0C0C0C	#191818	#9B9B9B	#4281F6	#F0F0F0	3.32	-0.0	0.0	8.36	0.49	0.17	63.98	-0.0	0.0	55.59	18.97	-64.47	94.8	-0.0	0.0	A1	A2	A3	0.7	warm;sleek;fun	06/06/2024	1
